mrc_table6
par_pctile,tier,tier_name,par_mean,k_mean,k_rank,k_top1pc,k_top5pc,k_top10pc,k_q5,k_q4,k_q3,k_q2,k_q1,k_nowork,married,k_median,k_median_nozero,count,tot_count,density
8,9,Two-year (public and private not-for-profit),14300,29500,0.4641724613322460,0.0017971935,0.018663164,0.049837559,0.12497408,0.195272,0.25174534,0.24517868,0.18282989,0.16458146,0.3581945,23100,28200,14467,2021451,0.0071567404
8,10,Four-year for-profit,14300,27500,0.4633410909070160,0.0014992504,0.02023988,0.041229386,0.12368816,0.18665667,0.26161918,0.24437781,0.18365818,0.16491754,0.26386806,23200,27500,1334,126025,0.010585201
8,11,Two-year for-profit,14200,27500,0.4676384531994070,0,0.01635514,0.046728972,0.11915888,0.20560747,0.23831776,0.27102804,0.16588785,0.14485981,0.30373833,23000,28800,428,42313,0.010115094
8,12,Less than two-year schools of any type,14200,30200,0.455000249470638,0.0091743125,0.04587156,0.0733945,0.12844037,0.17431192,0.23853211,0.23853211,0.22018349,0.18348624,0.27522936,23300,26700,109,10121,0.010769687
8,13,Attending college with insufficient data,14400,25800,0.4439930553195290,0.0015088646,0.015277254,0.039607693,0.10005658,0.17361373,0.26254243,0.28215769,0.18162958,0.16182573,0.30092418,20900,25800,10604,942344,0.011252791
8,14.1,Late attender (ages 23-28),14300,18400,0.3698321379605100,0.00047781161,0.0055545601,0.015887236,0.047422804,0.11192738,0.23585975,0.36588424,0.23890582,0.21089411,0.25132892,14000,18500,16743,1239448,0.013508433
8,14.2,Never attended college (before year 2013),14300,14200,0.3034975691227510,0.00053706759,0.0054502417,0.013824518,0.038092017,0.087064631,0.17194121,0.28385016,0.41905198,0.39263621,0.20840213,6600,18000,50273,2866578,0.017537635
9,1,Ivy Plus,15300,98700,0.7434396374594500,0.1375,0.34999999,0.53750002,0.67500001,0.0625,0.025,0.1125,0.125,0.1125,0.4375,80900,93500,80,52724,0.0015173355
9,2,Other elite schools (public and private),15300,71800,0.6784567321694660,0.073770493,0.22131146,0.3251366,0.48360655,0.17759563,0.12295082,0.092896171,0.12295082,0.1147541,0.46174863,52600,62400,366,183973,0.0019894224
9,3,Highly selective public,15300,56600,0.644793939747539,0.030937215,0.13830756,0.24385805,0.41492265,0.21201092,0.13921748,0.11919927,0.11464968,0.11010009,0.49044585,46400,53400,1099,393548,0.0027925437
9,4,Highly selective private,15300,59300,0.6551793298966470,0.038167939,0.16412213,0.26717559,0.45801526,0.16030535,0.13740459,0.13358779,0.11068702,0.095419846,0.48854962,51900,55300,262,134098,0.0019537951
9,5,Selective public,15300,39200,0.5555984559655310,0.0073846155,0.051323079,0.11089231,0.23126154,0.24726154,0.21981539,0.16738461,0.13427693,0.12295385,0.42547691,33700,38200,8125,1944082,0.0041793506
9,6,Selective private,15300,41700,0.5711074205501370,0.00987045,0.059839606,0.12893276,0.26711905,0.25107959,0.18753855,0.16286243,0.13140036,0.12214682,0.47995067,36500,40800,1621,486852,0.0033295539
9,7,Nonselective four-year public,15200,29000,0.4804566078682070,0.001310616,0.018785495,0.048055921,0.13018785,0.20838794,0.27348188,0.23023154,0.15771079,0.14941022,0.35605067,25400,30000,2289,257854,0.0088771163
9,8,Nonselective four-year private not-for-profit,15300,25400,0.4452736699427330,0,0.010380623,0.031141868,0.089965396,0.19031142,0.25605536,0.25605536,0.20761245,0.183391,0.37024221,22600,28300,289,55947,0.005165603
9,9,Two-year (public and private not-for-profit),15200,27400,0.4618076730624100,0.0019856214,0.015679562,0.044573776,0.12235536,0.19109894,0.25443342,0.25285861,0.17925368,0.16193084,0.36466965,22800,27900,14605,2021451,0.0072250082
9,10,Four-year for-profit,15200,26500,0.4556571792651890,0.0007751938,0.01627907,0.042635657,0.10620155,0.18604651,0.27054265,0.26046512,0.17674419,0.15736434,0.275969,22500,26600,1290,126025,0.010236064
9,11,Two-year for-profit,15200,28100,0.4711684054621740,0.0020964362,0.010482181,0.046121594,0.12997903,0.21383648,0.23060797,0.23480083,0.19077568,0.17610063,0.33333334,23100,30100,477,42313,0.011273131
9,12,Less than two-year schools of any type,15200,24900,0.4158956604612640,0.0095238099,0.01904762,0.03809524,0.10476191,0.14285715,0.20952381,0.32380953,0.21904762,0.18095239,0.29523811,16700,23000,105,10121,0.010374469
9,13,Attending college with insufficient data,15300,25300,0.4409700674971080,0.0013231263,0.013609299,0.034117758,0.094887063,0.17257348,0.25952178,0.29562423,0.17739344,0.15972026,0.30498061,20200,25200,10581,942344,0.011228384
9,14.1,Late attender (ages 23-28),15300,18500,0.3709204400092380,0.00035945364,0.005691349,0.01581596,0.048226696,0.10981308,0.23705967,0.37371197,0.2311886,0.20279175,0.251977,14100,18300,16692,1239448,0.013467286
9,14.2,Never attended college (before year 2013),15300,14200,0.304142241200592,0.00070432457,0.0055339783,0.014207233,0.03942205,0.08526352,0.17366631,0.28132734,0.42032078,0.39579016,0.21200168,6800,18300,49693,2866578,0.017335303
10,1,Ivy Plus,16300,124200,0.6919679874188300,0.13978495,0.32258067,0.45161289,0.61290324,0.07526882,0.053763442,0.053763442,0.20430107,0.20430107,0.51612908,70500,90800,93,52724,0.0017639026
10,2,Other elite schools (public and private),16200,69200,0.6705867090673770,0.044077136,0.20385675,0.3140496,0.50688708,0.14600551,0.1046832,0.11019284,0.13223141,0.1184573,0.47107437,56800,61900,363,183973,0.0019731156
10,3,Highly selective public,16200,54200,0.6450756052410460,0.01971831,0.12300469,0.21502347,0.40657279,0.22910799,0.13896714,0.12300469,0.10234742,0.096713617,0.46760562,46600,51000,1065,393548,0.0027061503
10,4,Highly selective private,16200,54800,0.6326325840505980,0.031128405,0.13229573,0.24902724,0.3929961,0.21400778,0.16342412,0.11673152,0.11284047,0.10894942,0.54474711,43500,50000,257,134098,0.0019165088
10,5,Selective public,16200,40700,0.5604390245049340,0.007298382,0.045979809,0.10290719,0.23099379,0.25592995,0.21846491,0.1724851,0.12212626,0.11117869,0.427077,34300,37900,8221,1944082,0.0042287312
10,6,Selective private,16200,41800,0.5666866021355620,0.012004802,0.06482593,0.12605041,0.25270107,0.26110443,0.18727492,0.15786314,0.14105643,0.12304922,0.46818727,36000,40500,1666,486852,0.0034219846
10,7,Nonselective four-year public,16200,30400,0.4966990671115710,0.0021195421,0.019499788,0.049597286,0.13183552,0.23654091,0.26367104,0.22679101,0.1411615,0.12844425,0.38321322,27300,31100,2359,257854,0.0091485884
10,8,Nonselective four-year private not-for-profit,16200,28300,0.4751281661130980,0,0.028481012,0.053797469,0.12658228,0.20886075,0.27215189,0.2436709,0.14873418,0.13291138,0.3607595,24300,28300,316,55947,0.0056482027
10,9,Two-year (public and private not-for-profit),16200,27700,0.4629494326965510,0.0017984414,0.01758476,0.046493039,0.12109505,0.19829482,0.24858455,0.25218144,0.17984413,0.16445747,0.35555851,23000,28300,15013,2021451,0.0074268435
10,10,Four-year for-profit,16100,27800,0.4701399498434350,0.00073152891,0.015362107,0.046086323,0.12948062,0.20043892,0.24506217,0.24725677,0.17776152,0.1572787,0.27798098,24200,29200,1367,126025,0.010847054
10,11,Two-year for-profit,16100,28100,0.4730635096078810,0,0.017857144,0.044642858,0.11830357,0.20982143,0.2767857,0.20982143,0.18526785,0.16964287,0.3169643,25400,30100,448,42313,0.010587763
10,12,Less than two-year schools of any type,16200,22900,0.4176322668161930,0,0,0.031007752,0.10852713,0.11627907,0.24806201,0.31782946,0.20930234,0.20155039,0.31007752,18000,23900,129,10121,0.012745776
10,13,Attending college with insufficient data,16200,25900,0.4467733333506000,0.0014688332,0.013770311,0.038097862,0.097493805,0.17405672,0.2739374,0.28779951,0.16671257,0.15220784,0.31451392,21000,25600,10893,942344,0.011559473
10,14.1,Late attender (ages 23-28),16200,18900,0.3748355690900900,0.00077653665,0.0063914941,0.016785139,0.049220476,0.11665969,0.23845649,0.36114928,0.23451407,0.20620035,0.25303146,14400,18900,16741,1239448,0.013506819
10,14.2,Never attended college (before year 2013),16200,14700,0.3097418267035250,0.0006578677,0.0055918754,0.014534764,0.041219521,0.089470007,0.17639077,0.28321204,0.40970767,0.38448253,0.21080548,7600,18500,48642,2866578,0.016968664
11,1,Ivy Plus,17200,93900,0.7290975917136250,0.16521738,0.36521739,0.46956521,0.59130436,0.11304348,0.09565217,0.12173913,0.078260869,0.078260869,0.43478259,74500,82800,115,52724,0.0021811698
11,2,Other elite schools (public and private),17100,74700,0.6972971733857030,0.045112781,0.22807017,0.36090225,0.50877196,0.21804512,0.065162905,0.090225562,0.11779448,0.1027569,0.44360903,58400,65400,399,183973,0.0021687965
11,3,Highly selective public,17100,59100,0.6507094306600260,0.031690139,0.14348592,0.27464789,0.42429578,0.21126761,0.13380282,0.1056338,0.125,0.11795775,0.4471831,48700,54600,1136,393548,0.0028865603
11,4,Highly selective private,17100,62600,0.6721481309000790,0.035483871,0.14516129,0.26129031,0.43225807,0.23548387,0.14516129,0.1,0.087096773,0.08387097,0.45483869,48100,53200,310,134098,0.0023117422
11,5,Selective public,17100,39500,0.5629237249445420,0.0066145519,0.049308479,0.10511124,0.23740229,0.25616357,0.2152736,0.16584486,0.1253157,0.11256765,0.42405292,34800,38300,8315,1944082,0.0042770831
11,6,Selective private,17100,42700,0.5755085925172650,0.011191942,0.069949634,0.13822047,0.2686066,0.24678232,0.20257415,0.14661443,0.1354225,0.12367095,0.46558478,36300,40300,1787,486852,0.0036705199
11,7,Nonselective four-year public,17100,29000,0.4815964862502680,0.0016992353,0.016142735,0.047578588,0.12361937,0.2213254,0.26338148,0.2353441,0.15632966,0.14103654,0.35216653,25600,30200,2354,257854,0.0091291973
11,8,Nonselective four-year private not-for-profit,17100,28500,0.4514716145516750,0.0034364262,0.020618556,0.048109964,0.14089347,0.1580756,0.2371134,0.25773194,0.20618558,0.18556701,0.39175257,21900,26800,291,55947,0.0052013514
11,9,Two-year (public and private not-for-profit),17100,28200,0.4685594347692280,0.0012492603,0.019856663,0.049510159,0.12610954,0.1996844,0.25267935,0.24393451,0.17759222,0.16043133,0.36379775,23800,29000,15209,2021451,0.0075238035
11,10,Four-year for-profit,17000,28900,0.4745423116673510,0.0022058825,0.022794118,0.052205883,0.13014705,0.19779412,0.26176471,0.23529412,0.175,0.15808824,0.30073529,24200,29200,1360,126025,0.010791509
11,11,Two-year for-profit,17000,28900,0.4811917992506730,0,0.012765957,0.05319149,0.1319149,0.22765957,0.22340426,0.25744683,0.15957446,0.1425532,0.31702128,24500,29000,470,42313,0.011107697
11,12,Less than two-year schools of any type,17100,19300,0.3806795552408890,0,0,0.010416667,0.052083336,0.125,0.26041669,0.32291669,0.23958334,0.20833333,0.27083334,15000,20700,96,10121,0.0094852289
11,13,Attending college with insufficient data,17100,25800,0.4452429638147060,0.0018632383,0.014346935,0.037451088,0.099962734,0.17197689,0.27026272,0.27976522,0.17803241,0.15902738,0.31134713,21100,25700,10734,942344,0.011390745
11,14.1,Late attender (ages 23-28),17100,18800,0.3736937709355450,0.00060320908,0.0062733744,0.017493064,0.049945712,0.11804801,0.23277837,0.36524308,0.2339848,0.20551333,0.25769094,14300,18600,16578,1239448,0.013375309
11,14.2,Never attended college (before year 2013),17100,14800,0.3106593134470340,0.00070218917,0.0053490293,0.01472532,0.041222636,0.090954155,0.18042132,0.27736473,0.41003719,0.38550186,0.21623296,7600,18900,48420,2866578,0.016891221
12,1,Ivy Plus,18000,92100,0.7365049804137150,0.0989011,0.29670331,0.45054945,0.58241761,0.16483517,0.07692308,0.07692308,0.0989011,0.0989011,0.47252747,66700,74200,91,52724,0.0017259693
12,2,Other elite schools (public and private),18000,70300,0.6828994226638460,0.06185567,0.19329897,0.3298969,0.5025773,0.18298969,0.092783503,0.10309279,0.1185567,0.11597938,0.45876288,56100,62800,388,183973,0.0021090051
12,3,Highly selective public,18000,57500,0.6445040499382770,0.033043478,0.13826087,0.26434782,0.40260869,0.22086957,0.1426087,0.12,0.11391304,0.10434783,0.48347825,46000,50200,1150,393548,0.002922134
12,4,Highly selective private,18000,68900,0.6409559095840700,0.039525691,0.16205534,0.256917,0.41106719,0.21343873,0.13438736,0.12252965,0.11857708,0.11857708,0.51778656,47800,52400,253,134098,0.0018866799
12,5,Selective public,18000,39800,0.5562103585439830,0.0069468566,0.046543941,0.09968739,0.22137316,0.25332871,0.22936206,0.17031376,0.12562232,0.11369689,0.42862105,33600,37400,8637,1944082,0.0044427137
12,6,Selective private,18000,43800,0.5843491839206500,0.0099612614,0.06696181,0.14720531,0.28942999,0.25179857,0.18262313,0.13890426,0.13724405,0.12451577,0.46153846,38700,42900,1807,486852,0.0037116003
12,7,Nonselective four-year public,18000,30600,0.4911359220754640,0.0012531328,0.022556391,0.059314955,0.1528822,0.21762741,0.2401838,0.22389306,0.16541354,0.14995822,0.38554722,26500,31200,2394,257854,0.009284324
12,8,Nonselective four-year private not-for-profit,18000,30800,0.4759943111905620,0.0068965517,0.031034483,0.068965517,0.16206896,0.18275863,0.21724138,0.2551724,0.18275861,0.16896552,0.41724136,22800,29000,290,55947,0.0051834774
12,9,Two-year (public and private not-for-profit),18000,28600,0.4704653693912840,0.0018700026,0.019344853,0.050941449,0.12683776,0.20092855,0.25857621,0.23845758,0.1751999,0.15869229,0.36336085,24100,28800,15508,2021451,0.0076717171
12,10,Four-year for-profit,17900,27900,0.4699090238312870,0.00071787508,0.015793253,0.055994257,0.11916727,0.19526203,0.26274228,0.25340992,0.16941853,0.15075377,0.3173008,23700,27800,1393,126025,0.011053363
12,11,Two-year for-profit,17900,31200,0.5004334645250640,0.0023148148,0.018518519,0.050925925,0.13194445,0.27777779,0.23842593,0.18287037,0.16898148,0.15277778,0.35416666,28700,34000,432,42313,0.010209628
12,12,Less than two-year schools of any type,18000,20700,0.3985043067927540,0,0,0.025974026,0.064935066,0.15584417,0.24675325,0.3116883,0.22077923,0.18181819,0.35064936,17300,21000,77,10121,0.0076079438
12,13,Attending college with insufficient data,18000,26100,0.4469377685315150,0.0022381796,0.017439149,0.038515341,0.099598989,0.17588362,0.26746246,0.27930617,0.17774877,0.15872423,0.30802947,21100,25900,10723,942344,0.011379072
12,14.1,Late attender (ages 23-28),18000,19100,0.3762227145999050,0.00078233134,0.0067400853,0.016970573,0.048624903,0.12071975,0.23891196,0.36221942,0.22952399,0.20045736,0.25702593,14500,19000,16617,1239448,0.013406775
12,14.2,Never attended college (before year 2013),18000,14700,0.3118663330305700,0.00071108883,0.0048730494,0.013468859,0.040657546,0.091625884,0.18425566,0.27768019,0.40578073,0.3804116,0.21903627,7900,19000,47814,2866578,0.016679818
13,1,Ivy Plus,18800,104100,0.7195798065348630,0.13392858,0.3482143,0.45535713,0.5714286,0.15178572,0.071428567,0.071428575,0.13392857,0.125,0.48214287,66700,84900,112,52724,0.0021242697
13,2,Other elite schools (public and private),18900,74900,0.7144978547065510,0.050218344,0.25764191,0.39956331,0.55895197,0.15720524,0.096069872,0.069868997,0.11790393,0.11135371,0.44104806,62300,70200,458,183973,0.0024894958
13,3,Highly selective public,18900,57200,0.6523521647535490,0.025641026,0.1604632,0.26964432,0.42100909,0.20347394,0.14805624,0.11497105,0.11248966,0.10339123,0.45492142,48000,52500,1209,393548,0.0030720523
13,4,Highly selective private,18900,55700,0.6511930827022190,0.027491409,0.13745704,0.25085911,0.37800688,0.27491409,0.14089347,0.075601377,0.1305842,0.12371134,0.51890033,48500,51600,291,134098,0.0021700547
13,5,Selective public,18900,39400,0.5585680598170560,0.006760628,0.050189067,0.10610748,0.22825713,0.24968489,0.23054887,0.16924487,0.12226424,0.11183683,0.43818036,33800,37300,8727,1944082,0.0044890083
13,6,Selective private,18900,43200,0.5856120958410160,0.0096411351,0.065881096,0.14515266,0.28976968,0.24531335,0.19228709,0.13926084,0.13336904,0.12212105,0.47295123,37900,42500,1867,486852,0.0038348411
13,7,Nonselective four-year public,18900,30500,0.497023124794417,0.00083402835,0.017097581,0.053794827,0.13302752,0.24562135,0.25729775,0.21017514,0.15387823,0.14095078,0.38281903,27300,31700,2398,257854,0.0092998361
13,8,Nonselective four-year private not-for-profit,18900,32400,0.4811732315316530,0.0065146582,0.022801304,0.055374593,0.1465798,0.21498372,0.2247557,0.26710096,0.1465798,0.12703583,0.39087948,24200,29300,307,55947,0.0054873363
13,9,Two-year (public and private not-for-profit),18900,28700,0.4738391111415330,0.0020522031,0.019431796,0.049317002,0.12736484,0.20772141,0.25671777,0.2359392,0.17225678,0.15750657,0.36554864,24400,29200,15593,2021451,0.0077137658
13,10,Four-year for-profit,18800,29300,0.4803508714932060,0.0013986013,0.024475526,0.054545455,0.13426574,0.19930071,0.26363635,0.24335665,0.15944056,0.14125875,0.28251749,24500,28400,1430,126025,0.011346955
13,11,Two-year for-profit,18800,28500,0.4762751514325850,0,0.020408163,0.052154195,0.138322,0.21088436,0.2494331,0.21768709,0.18367347,0.16553289,0.38321996,24200,29900,441,42313,0.010422328
13,12,Less than two-year schools of any type,18800,21500,0.3989764018603870,0,0.01010101,0.04040404,0.070707068,0.10101011,0.29292929,0.3131313,0.22222222,0.19191919,0.26262626,16400,21600,99,10121,0.0097816419
13,13,Attending college with insufficient data,18900,26600,0.4538114603363330,0.0015711645,0.016081331,0.039741222,0.10443623,0.18133087,0.27181146,0.26876155,0.17365989,0.15573013,0.31497228,22100,26700,10820,942344,0.011482007
13,14.1,Late attender (ages 23-28),18900,19100,0.3784445666640180,0.00024220407,0.0055101425,0.01610657,0.050862852,0.12370572,0.23814714,0.35731155,0.22997275,0.20169543,0.27290341,14600,19300,16515,1239448,0.01332448
13,14.2,Never attended college (before year 2013),18900,14700,0.3112502709726680,0.00048619625,0.0055595483,0.014395637,0.039762396,0.092398427,0.18031539,0.28053525,0.40698856,0.38259417,0.21857692,7800,18800,47306,2866578,0.016502604
14,1,Ivy Plus,19700,97800,0.7215874860095080,0.13829787,0.36170214,0.45744681,0.53191489,0.15957446,0.12765957,0.08510638,0.095744684,0.095744684,0.40425533,64300,73700,94,52724,0.0017828693
14,2,Other elite schools (public and private),19700,68000,0.6791348485990270,0.040816326,0.23979592,0.33928573,0.50510204,0.1632653,0.10714286,0.084183671,0.14030613,0.12244898,0.4642857,58000,66700,392,183973,0.0021307475
